NAME	Hu28	Hu35	Hu40	Hu44	Hu51	Hu52	Hu53	Hu56	Hu63
CA6	2.3286576	0.910062935	0	5.616141157	1.025659014	0	35.64262747	2.415951698	0
RN7SL451P	0	0	0	0	0	0	0	0	0
SLC2A7	0	0	0	0	0	0	0	0	0
SLC2A5	1.1643288	3.64025174	1.048407667	3.209223518	2.051318027	20.55454983	7.560557342	3.221268931	8.607989674
RF00424	0	0	0	0	0	0	0	0	0
GPR157	251.4950208	252.9974959	315.5707077	263.9586344	237.9528911	303.3851555	259.2191089	193.2761359	218.0690717
MIR34AHG	68.6953992	60.97421664	66.04968301	110.7182114	76.92442602	126.616027	127.4493952	96.63806793	186.5064429
MIR34A	0	0	0	0	0	0	0	0	0
LNCTAM34A	102.4609344	101.9270487	62.90446001	80.23058795	103.5915604	90.44001927	78.84581228	66.03601309	93.25322147
H6PD	2711.721775	2874.888811	2721.666303	2743.083802	2391.83682	2820.906419	2362.13413	2329.782754	2096.045486
SPSB1	917.4910944	643.414495	847.1133948	799.096656	998.9918792	756.4074339	821.9405911	787.6002536	780.4577304
BX323043.1	0	0	1.048407667	0	0	0	2.160159241	0.805317233	0
AL928921.2	19.7935896	21.84151044	16.77452267	8.023058795	27.69279337	13.97709389	0	15.30102742	15.7813144
RNA5SP40	0	0	0	0	0	0	0	0	0
AL928921.1	0	0	0	0	0	0	0	0	0
SLC25A33	111.7755648	66.43459425	95.40509768	89.05595263	93.33497023	83.86256332	106.9278824	80.53172328	106.165206
AL954705.1	2.3286576	1.82012587	2.096815334	2.406917639	3.076977041	4.110909967	2.160159241	7.247855095	0
TMEM201	169.9920048	163.8113283	146.7770734	178.9142111	205.1318027	206.3676803	114.4884398	195.6920876	164.9864688
PIK3CD	749.8277472	439.5603976	726.5465131	634.6239507	617.4467262	712.8317882	1009.874445	572.5805525	542.3033495
PIK3CD-AS1	0	0	1.048407667	0	0	0	1.08007962	0	0
AL691449.1	0	0	0	0	0	0	0	0	0
PIK3CD-AS2	36.0941928	50.05346142	49.27516034	26.47609402	36.92372449	24.6654598	16.2011943	53.15093736	44.47461332
CLSTN1	9313.466071	10771.5049	9376.958172	9705.494224	10918.1402	8040.939895	6843.384474	9805.542626	8401.397922
MZT1P1	0	0	0	0	0	0	0	0	0
AL357140.3	0	0	0	4.813835277	1.025659014	5.755273953	0	1.610634466	5.738659783
CTNNBIP1	372.585216	456.8515933	441.3796277	332.95694	356.9293367	341.2055272	410.4302557	333.4013344	335.7115973
AL357140.1	2.3286576	2.730188805	4.193630667	0.80230588	0	1.644363987	2.160159241	0	0
AL357140.5	0	0	2.096815334	0	0	0	0	2.415951698	0
LZIC	330.6693792	451.3912157	415.1694361	350.6076693	366.1602678	298.4520636	334.8246823	432.455354	416.0528342
AL357140.2	0	0	0	2.406917639	1.025659014	0	3.240238861	2.415951698	2.869329891
NMNAT1	176.9779776	146.5201325	174.0356727	146.821976	155.9001701	151.2814868	174.9728985	131.2667089	144.9011595
RN7SKP269	0	0.910062935	0	0	4.102636054	0	0	8.85848956	5.738659783
AL357140.4	0	0	0	0	0	0	0	0	0
MIR5697	0	1.82012587	0	0	1.025659014	0	0	0	0
AL603962.1	0	0	0	0	0	0	0	0	0
RBP7	15.1362744	9.100629349	14.67770734	11.23228231	15.3848852	11.51054791	15.12111468	4.831903397	7.173324728
UBE4B	1014.130385	1007.439669	1119.699388	945.1163261	1001.043197	962.7751142	1102.761292	1103.284609	806.2816995
AL590639.1	0	0	0	0	0	0	0	0	0
PGAM1P11	4.6573152	4.550314675	2.096815334	1.604611759	3.076977041	5.755273953	5.400398102	8.85848956	0
RNU6-828P	1.1643288	1.82012587	0	4.011529398	2.051318027	0.822181993	6.480477722	3.221268931	2.869329891
KIF1B	1174.807759	1247.696284	1180.507033	1412.058348	1268.7402	1303.980641	1815.613842	1245.020442	1308.41443
MIR1273D	0	0	0	0	0	0	0	0	0
RNU6-37P	4.6573152	0	0	1.604611759	2.051318027	0.822181993	7.560557342	3.221268931	0
RN7SL731P	0	0	0	0	0	0	0	0	0
AL139424.3	1.1643288	10.01069228	3.145223	3.209223518	3.076977041	7.39963794	10.8007962	8.85848956	18.65064429
AL139424.2	1.1643288	0	1.048407667	2.406917639	6.153954081	4.93309196	4.320318481	0	1.434664946
PGD	1827.996216	1208.563578	1519.142709	1235.551054	1683.106441	1402.642481	3216.477109	1245.020442	1526.483502
AL139424.1	0	0	1.048407667	0	0	4.93309196	0	0	0
CENPS-CORT	1.1643288	0.910062935	3.145223	0	0	0	0	0	0
CENPS	13.9719456	1.82012587	12.580892	6.418447036	4.102636054	7.39963794	6.480477722	18.52229635	10.04265462
CORT	1.1643288	2.730188805	3.145223	9.627670554	10.25659014	13.15491189	6.480477722	8.053172328	7.173324728
DFFA	593.807688	769.9132429	653.1579764	606.5432449	587.7026148	557.4393915	618.8856224	676.4664755	595.3859525
AL354956.1	1.1643288	1.82012587	0	3.209223518	3.076977041	1.644363987	0	3.221268931	0
PEX14	624.0802368	580.6201525	457.1057427	576.0556215	532.317028	556.6172095	513.0378197	541.1731804	575.3006432
RN7SL614P	2.3286576	0	0	0	2.051318027	1.644363987	8.640636963	2.415951698	7.173324728
CASZ1	3434.76996	3158.828447	3117.964401	3368.080082	4086.22551	3453.164372	3757.596999	3695.600781	4427.376022
AL139423.1	75.681372	89.18616762	88.06624401	96.27670554	87.18101615	47.68655561	68.04501608	106.3018747	98.99188125
HSPE1P24	0	0	0	0	0	0	0	0	0
C1orf127	12.8076168	7.280503479	1.048407667	6.418447036	6.153954081	4.110909967	7.560557342	13.69039296	0
CFL1P6	1.1643288	0.910062935	0	0	5.128295068	1.644363987	3.240238861	0.805317233	0
TARDBP	409.8437376	475.052852	434.0407741	470.9535513	451.289966	354.3604391	427.7115297	470.3052639	420.3568291
AL109811.4	0	0	0	0	0	0	0	0	0
MASP2	0	0	0	0	0	0	0	1.610634466	0
AL109811.3	4.6573152	5.46037761	3.145223	3.209223518	3.076977041	6.577455947	0	5.637220629	2.869329891
SRM	275.9459256	252.9974959	308.231854	267.9701638	286.1588648	286.9415157	379.1079467	217.4356528	298.4103087
EXOSC10	826.673448	778.1038094	720.2560671	859.269597	867.7075255	799.1608975	779.8174859	904.3712524	787.6310552
AL109811.1	41.9158368	63.70440544	73.38853668	72.20752916	47.18031462	99.48402119	44.28326443	88.5848956	130.5545101
AL109811.2	15.1362744	10.92075522	29.35541467	28.08070578	19.48752126	33.70946173	18.36135355	20.13293082	7.173324728
MTOR	1264.461077	1245.876158	1184.700663	1231.539525	1280.022449	1273.559908	1622.27959	1224.887511	1390.190332
MTOR-AS1	1.1643288	0	2.096815334	4.011529398	1.025659014	1.644363987	3.240238861	4.026586164	0
RNU6-537P	0	0	0	0	0	0	0	0	0
ANGPTL7	0	0	0	0	0	4.110909967	0	0	0
RNU6-291P	0	0	0	0	0	0	0	0	0
RPL39P6	0	0	0	0	0	0	0	0	0
UBIAD1	140.8837848	174.7320835	167.7452267	198.9718581	177.4390093	139.7709389	103.6876436	169.9219361	159.247809
UBE2V2P3	0	0	0	0	0	0	0	0	0
AL031291.1	2.3286576	13.65094402	0	9.627670554	2.051318027	1.644363987	0	7.247855095	0
MTCYBP45	0	0	0	0	0	0	0	0	0
DISP3	3.4929864	2.730188805	0	19.25534111	0	9.044001927	7.560557342	12.07975849	4.303994837
AL590989.1	0	0	0	0	2.051318027	0	0	0	0
LINC01647	0	0	0	0	0	0	0	0	0
AL031731.1	0	0	0	0	0	0	0	0.805317233	0
FBXO2	112.9398936	243.8968666	113.228028	211.0064463	171.2850553	97.01747521	69.1250957	217.4356528	64.55992256
FBXO44	174.64932	203.8540974	113.228028	203.7856934	177.4390093	116.7498431	115.5685194	149.7890053	159.247809
FBXO6	201.4288824	208.4044121	236.9401327	308.8877636	234.8759141	282.0084237	185.7736947	221.462239	185.071778
MAD2L2	80.3386872	92.82641936	76.53375968	86.64903499	70.77047193	74.81856139	112.3282805	53.9562546	54.51726794
DRAXIN	11.643288	3.64025174	1.048407667	2.406917639	3.076977041	0.822181993	3.240238861	2.415951698	0
AGTRAP	466.8958488	414.0786354	321.8611537	444.4774572	437.9563988	486.7317401	506.5573419	415.5436921	406.0101796
C1orf167	0	8.190566414	9.435669001	6.418447036	7.179613095	0	17.28127393	8.053172328	5.738659783
AL953897.1	0	0	0	0	0	0	0	0	0
MTHFR	692.775636	688.0075788	592.3503317	629.8101154	660.5244047	756.4074339	1017.435002	590.2975316	692.9431688
CLCN6	218.8938144	334.9031601	174.0356727	324.1315753	386.6734481	392.1808108	279.7406217	347.8970446	391.6635302
RF02156	0	0	0	0	0	0	0	0	0
RF02157	0	0	0	0	0	0	0	0	0
NPPA	1.1643288	0	1.048407667	0	0	2.46654598	0	3.221268931	7.173324728
RF02158	0	0	0	0	0	0	0	0	0
NPPB	0	0	0	0	0	0	0	2.415951698	0
AL021155.1	0	0	0	0	0	0	0	0	0
AL021155.2	3.4929864	7.280503479	1.048407667	2.406917639	2.051318027	4.110909967	6.480477722	2.415951698	1.434664946
RNU5E-1	0	0	0	0	0	0	0	0	0
RNU5E-4P	1.1643288	0	4.193630667	0	0	14.79927588	0	0	0
KIAA2013	934.9560264	720.7698445	892.1949244	773.4228678	942.5806334	937.2874724	932.1087123	645.8644207	787.6310552
PLOD1	303.8898168	468.6824115	422.5082897	434.0474808	430.7767857	395.4695388	902.9465626	334.2066516	470.5701022
MFN2	1363.429025	1582.599444	1316.800029	1392.000701	1335.408036	1075.414047	1568.275609	1216.029021	1119.038658
AL096840.1	0	0	0	0	0	0	0	0	0
MIIP	112.9398936	124.6786221	109.0343973	125.9620231	115.8994685	158.6811247	166.3322615	112.7444126	147.7704894
RF00019.3	0	0	0	0	0	0	0	0	0
MIR6729	0	0	0	0	0	0	0	0	0
RN7SL649P	0	0	0	0	0	0	0	0	0
TNFRSF8	0	4.550314675	1.048407667	0.80230588	0	10.68836591	16.2011943	8.053172328	8.607989674
RNU6-777P	0	0	0	0	0	0	0	0	0
RPL23AP89	0	0	0	0	0	0	0	0	0
AL357835.1	0	0	0	0	0	0	0	0	0
MIR7846	0	0	0	0	0	0	0	0	0
TNFRSF1B	117.5972088	101.9270487	158.3095577	260.7494108	93.33497023	551.6841175	2040.270403	85.36362667	312.7569582
MIR4632	0	0	0	0	0	0	0	0	0
RPL10P17	0	0	0	0	0	0	0	0	0
RF00156	0	0	0	0	0	0	0	0	0
VPS13D	3002.803975	2718.357987	3623.296896	2647.609402	2652.354209	2536.431449	3475.696218	2851.628321	2562.311593
SNORA59A	6.9859728	4.550314675	6.290446001	3.209223518	1.025659014	0.822181993	7.560557342	3.221268931	0
AC243836.1	0	0	0	0	2.051318027	0	2.160159241	0	0
DHRS3	2870.070492	1741.860457	3579.263774	1818.025123	2362.092708	2131.095727	3856.964324	2126.037495	2496.317005
RNU6ATAC18P	5.821644	0	2.096815334	3.209223518	6.153954081	2.46654598	2.160159241	2.415951698	17.21597935
MIR6730	2.3286576	0	0	0.80230588	4.102636054	0	0	0	0
AC254633.1	24.4509048	11.83081815	58.71082934	4.011529398	24.61581632	12.3327299	30.24222937	5.637220629	14.34664946
AADACL4	0	0	0	0	0	0	0	0	0
AC244670.1	0	0	0	0	0	0	0	0	0
AADACL3	0	0	0	0	0	0	0	0	0
C1orf158	941.9419992	609.7421664	821.9516108	657.8908212	881.0410926	635.5466809	567.0418007	949.4690174	721.6364677
PRAMEF12	0	0	0	0	0	0	0	0	0
PRAMEF1	0	0	0	0	0	0	0	0	0
LINC01784	0	0	0	0	0	0	0	0	0
PRAMEF11	0	0	0	0	0	0	0	0	0
PRAMEF30P	0	0	0	0	0	0	0	0	0
HNRNPCL1	0	0	0	0	0	0	0	0	0
PRAMEF2	0	0	0	0	0	0	0	0	0
PRAMEF4	0	0	0	0	0	0	0	0	0
PRAMEF10	0	0	0	0	0	0	0	0	0
PRAMEF7	0	0	0	0	0	0	0	0	0
RNU6-1072P	0	0	0	0	0	0	0	0	0
PRAMEF29P	0	0	0	0	0	0	0	0	0
PRAMEF6	0	0	0	0	0	0	0	0	0
PRAMEF28P	0	0	0	0	0	0	0	0	0
PRAMEF27	0	0	0	0	0	0	0	0	0
HNRNPCL3	0	0	0	0	0	0	0	0	0
PRAMEF25	0	0	0	0	0	0	0	0	0
PRAMEF34P	0	0	0	0	0	0	0	0	0
PRAMEF35P	0	0	0	0	0	0	0	0	0
HNRNPCL2	0	0	0	0	0	0	0	0	0
PRAMEF36P	0	0	0	0	0	0	0	0	0
AC245056.1	0	0	0	0	0	0	0	0	0
PRAMEF26	0	0	0	0	0	0	0	0	0
HNRNPCL4	0	0	0	0	0	0	0	0	0
PRAMEF9	0	0	0	0	0	0	0	0	0
PRAMEF13	0	0	0	0	0	0	0	0	0
PRAMEF18	0	0	0	0	0	0	0	0	0
PRAMEF31P	0	0	0	0	0	0	0	0	0
PRAMEF5	0	0	0	0	0	0	0	0	0
PRAMEF32P	0	0	0	0	0	0	0	0	0
RNU6-771P	0	0	0	0	0	0	0	0	0
PRAMEF8	0	0	0	0	0	0	0	0	0
PRAMEF33	0	0	0	0	0	0	0	0	0
PRAMEF15	0	0	0	0	0	0	0	0	0
AC243961.1	0	0	0	0	0	0	0	0	0
PRAMEF14	0	0	0	0	0	0	0	0	0
PRAMEF19	0	0	0	0	0	0	0	0	0
PRAMEF17	0	0	0	0	0	0	0	0	0
PRAMEF20	0	0	0	0	0	0	0	0	0
LRRC38	0	0	0	0	0	0	0	0	0
AL354712.1	0	0	0	0	0	0	0	0	0
BRWD1P1	0	0	0	0	0	0	0	0	0
PDPN	110.611236	92.82641936	85.96942868	107.5089879	129.2330357	100.3062032	16.2011943	100.6646541	31.5626288
RNA5SP41	0	0	0	0	0	0.822181993	0	0	0
AL359771.1	0	0	0	0	0	0	0	0	0
RF00564	0	0	0	0.80230588	0	0	0	1.610634466	0
PRDM2	1748.821858	1917.502604	1601.966915	1773.095994	1865.673746	1635.319985	1504.550911	1896.522083	1651.299352
KAZN	1065.360852	865.4698511	1095.586012	860.0719028	949.7602465	873.9794589	1269.093554	926.9201349	1174.990591
RNU6-1265P	0	0.910062935	0	0	0	0	0	0	0
AL357873.1	0	0	0	0	0	0	0	0	0
KAZN-AS1	0	2.730188805	0	0	0	0	0	0	0
TBCAP2	0	0	0	0	0	0	0	0	0
TMEM51-AS1	83.8316736	46.41320968	32.50063767	27.2783999	43.07767857	63.30801349	102.6075639	46.7083995	77.47190707
TMEM51	256.152336	161.0811395	199.1974567	164.4727053	200.0035076	257.3429639	254.8987904	147.3730536	192.2451027
C1orf195	0	0	0	0	0	0	0	0	0
AL035405.1	0	0.910062935	0	0	0	0	0	0	0
AL391094.1	0	0	0	0	0	0	0	3.221268931	4.303994837
FHAD1	5765.756218	3845.925963	4584.686727	5917.005861	5379.581526	5682.099756	4620.580616	4426.828829	5952.42486
AL031283.2	3.4929864	1.82012587	3.145223	6.418447036	2.051318027	1.644363987	0	0.805317233	0
AL031283.3	0	0	0	0	0	0	0	0	0
AL031283.1	12.8076168	4.550314675	10.48407667	4.813835277	16.41054422	3.288727973	0	5.637220629	27.25863397
EFHD2	2326.328942	1361.454151	2235.205146	2012.985452	2061.574617	2205.914288	2410.737713	1129.05476	1744.552574
CTRC	3.4929864	0	0	0	0	0	3.240238861	0	0
CELA2A	0	0	0	0	0	0	0	0	0
CELA2B	0	5.46037761	0	0	0	3.288727973	0	1.610634466	0
CASP9	308.547132	240.2566148	287.2637007	280.0047519	177.4390093	271.3200578	198.7346501	213.4090667	258.2396902
DNAJC16	985.0221648	873.6604175	1113.408942	964.3716672	1126.173597	1037.593676	1130.843362	921.2829143	1172.121261
SCARNA21B	0	1.82012587	0	0	0	0.822181993	0	0	0
AL121992.3	0	0	6.290446001	1.604611759	0	0	3.240238861	1.610634466	0
AGMAT	15.1362744	4.550314675	7.338853668	7.220752916	9.230931122	13.15491189	8.640636963	13.69039296	2.869329891
AL121992.1	18.6292608	33.67232859	13.62929967	33.69684694	21.53883928	32.88727973	22.68167203	20.13293082	17.21597935
CHCHD2P6	8.1503016	5.46037761	6.290446001	4.011529398	13.33356718	1.644363987	9.720716583	6.442537862	28.69329891
RNU7-179P	0	0	0	0	0	0	0	0	0
CD24P1	0	0	0	0	0	0	0	0	0
DDI2	1219.052254	1624.462339	1423.737612	1435.325218	1373.357419	1510.348322	1250.7322	1582.448362	1449.011595
RSC1A1	0	0	0	0	0	0	0	0	0
AL121992.2	0	0	0	0	0	0	8.640636963	0	0
PLEKHM2	699.7616088	698.0182711	620.6573387	811.9335501	624.6263392	851.7805451	828.4210688	665.1920343	599.6899473
AL450998.2	0	1.82012587	8.387261334	1.604611759	0	7.39963794	4.320318481	8.053172328	8.607989674
SLC25A34	3.4929864	4.550314675	6.290446001	4.011529398	9.230931122	13.15491189	8.640636963	7.247855095	7.173324728
SLC25A34-AS1	0	0	0	0	0	0	0	0	0
TMEM82	0	0	0	0	0	0	0	0	0
FBLIM1	181.6352928	163.8113283	246.3758017	168.4842347	209.2344388	147.1705768	262.4593477	180.3910601	200.8530924
RPL12P14	0	0	0	0	0	0	0	2.415951698	0
UQCRHL	12.8076168	17.29119576	13.62929967	18.45303523	7.179613095	11.51054791	9.720716583	22.54888252	17.21597935
AL450998.1	0	0	0	0	0	1.644363987	0	0	0
FLJ37453	48.9018096	61.88427957	53.46879101	56.16141157	55.38558673	45.22000963	55.08406064	57.98284076	71.73324728
SPEN	3050.541456	3914.180683	3101.189878	3875.939704	3684.167177	3334.770165	3632.307763	4219.8623	3080.225638
AL034555.1	0	0	0	0	0	0	0	0	0
ZBTB17	266.6312952	286.6698245	327.103192	294.4462578	311.8003401	305.0295195	343.4653193	315.6843552	401.7061848
AL355994.4	0	0	0	0	0	0	0	0	0
AL355994.1	0	0	0	0	0	0	0	0	0
AL355994.5	0	0	0	0	0	0	0	0	0
TBC1D3P6	0	0	0	0	0	0	0	0	0
SRARP	2.3286576	1.82012587	1.048407667	11.23228231	0	1.644363987	31.32230899	0.805317233	2.869329891
AL355994.3	0	0	0	0	0	0	0	0	0
HSPB7	1.1643288	0.910062935	0	0	2.051318027	4.110909967	2.160159241	3.221268931	0
CLCNKA	23.286576	16.38113283	14.67770734	48.13835277	26.66713435	36.9981897	9.720716583	17.71697912	8.607989674
AL355994.2	1.1643288	0.910062935	6.290446001	3.209223518	1.025659014	8.221819933	5.400398102	0.805317233	0
CLCNKB	146.7054288	66.43459425	58.71082934	74.61444679	29.74411139	101.1283852	60.48445874	49.1243512	70.29858234
FAM131C	11.643288	5.46037761	11.53248433	11.23228231	1.025659014	18.08800385	5.400398102	12.88507572	5.738659783
EPHA2	2368.244779	1435.169248	2192.220431	1179.389643	2031.830506	2593.984189	2640.794672	1768.476643	2434.626413
AL451042.2	20.9579184	24.57169924	17.82293034	6.418447036	28.71845238	34.53164372	14.04103506	8.85848956	37.30128859
AL451042.1	6.9859728	11.83081815	5.242038334	5.616141157	10.25659014	4.93309196	5.400398102	8.85848956	4.303994837
ARHGEF19-AS1	0	0.910062935	0	0	6.153954081	3.288727973	3.240238861	0	0
ARHGEF19	180.470964	411.3484466	343.8777147	295.2485637	193.8495536	284.4749697	156.6115449	406.6852025	284.0636592
ANO7L1	36.0941928	29.12201392	22.016561	38.51068222	30.76977041	64.95237747	24.84183127	71.67323372	116.2078606
CPLANE2	178.1423064	222.0553561	119.518474	219.831811	206.1574617	194.0349504	119.8888379	194.8867703	172.1597935
MT1XP1	0	5.46037761	3.145223	0	0	0	2.160159241	1.610634466	4.303994837
FBXO42	394.7074632	391.327062	372.1847217	453.3028219	386.6734481	400.4026308	390.9888226	415.5436921	387.3595353
SZRD1	1136.384909	1220.394396	1275.91213	1099.159055	1223.611203	1003.062032	1202.128617	1039.664548	1054.478735
RPL22P3	0	1.82012587	0	0.80230588	0	0	0	0	0
SPATA21	5.821644	0.910062935	2.096815334	3.209223518	1.025659014	0.822181993	4.320318481	1.610634466	0
NECAP2	697.4329512	560.5987679	615.4153004	680.3553858	634.8829294	645.4128648	750.6553361	610.4304624	585.3432978
LINC01772	9.3146304	19.11132163	2.096815334	16.04611759	17.43620323	9.86618392	19.44143317	8.85848956	20.08530924
CROCCP3	180.470964	139.239629	128.954143	222.2387286	272.8252976	258.9873279	115.5685194	372.8618788	387.3595353
RNU1-1	336.4910232	333.9930971	221.2140177	20.85995287	9.230931122	17.26582186	7.560557342	4.831903397	4.303994837
AL137802.2	1.1643288	2.730188805	0	0	0	2.46654598	0	5.637220629	1.434664946
AL137802.3	0	0	1.048407667	0	0	0	0	0	0
AL137802.1	0	0	0	0	0	0	0	0	0
LINC01783	2.3286576	13.65094402	9.435669001	24.06917639	34.87240646	6.577455947	1.08007962	7.247855095	10.04265462
RNU1-6P	0	0	0	0	0	0	0	0	0
AL355149.1	0	0	0	1.604611759	0	0	0	0	0
NBPF1	530.9339328	533.2968799	378.4751677	488.6042806	608.215795	443.9782764	532.4792528	753.7769299	644.1645606
AL137798.1	0	0	0	0	0	0	0	0.805317233	0
CROCCP2	376.0782024	288.4899504	356.4586067	430.8382573	426.6741496	455.4888243	315.3832491	624.9261726	569.5619834
AL137798.3	0	0	0	0	0	0	0	0	0
MST1P2	25.6152336	59.15409077	28.307007	30.48762342	28.71845238	54.26401156	43.20318481	70.86791648	76.03724212
AL137798.2	18.6292608	32.76226566	28.307007	1.604611759	8.205272108	7.39963794	3.240238861	2.415951698	4.303994837
RNU1-3	1702.248706	33.67232859	315.5707077	18.45303523	5.128295068	5.755273953	5.400398102	1.610634466	0
AL021920.2	0	0	0	0	0	41.93128166	0	0	0
EIF1AXP1	8.1503016	10.92075522	3.145223	9.627670554	3.076977041	4.93309196	1.08007962	16.91166189	11.47731957
ESPNP	1.1643288	0	359.6038297	10.42997643	1.025659014	0	1.08007962	2.415951698	11.47731957
AL021920.1	0	0	0	0	0	0	0	0	0
AL021920.3	1.1643288	13.65094402	799.9350498	0.80230588	1.025659014	0.822181993	0	2.415951698	7.173324728
CROCC	6470.175142	7504.378961	5048.082916	8304.668159	8139.629931	7948.03333	4192.869086	9179.811136	12065.53219
CROCCP4	0	1.82012587	0	0	0	0	0	0	0
RNU1-4	11.643288	17.29119576	5714.870192	66.591388	1.025659014	359.2935311	197.6545705	0.805317233	57.38659783
MST1L	15.1362744	23.66163631	10.48407667	29.68531754	49.23163265	32.06509774	18.36135355	12.88507572	24.38930408
BX284668.1	0	0	0	0	0	0	0	0	0
BX284668.3	0	0.910062935	0	0	0	0	0	0	0
MIR3675	0	0	0	0	0	0	0	0	0
BX284668.2	4.6573152	0	3.145223	15.24381171	4.102636054	7.39963794	3.240238861	0	7.173324728
RNU1-5P	0	0	0	0	0	0	0	0	0
BX284668.5	31.4368776	81.90566414	28.307007	48.94065865	58.46256377	39.46473568	116.648599	62.00942692	63.12525761
BX284668.4	0	0	0	0.80230588	0	0	0	0	4.303994837
RNU1-2	112.9398936	1258.617039	91.21146701	7.220752916	0	17.26582186	5.400398102	4.831903397	5.738659783
BX284668.6	1.1643288	1.82012587	1.048407667	5.616141157	2.051318027	6.577455947	8.640636963	5.637220629	7.173324728
MFAP2	123.4188528	138.3295661	84.92102101	113.9274349	113.8481505	124.149481	69.1250957	105.4965575	65.9945875
AL049569.1	6.9859728	5.46037761	4.193630667	7.220752916	5.128295068	10.68836591	6.480477722	3.221268931	15.7813144
ATP13A2	647.3668128	909.152872	1024.29429	731.7029621	591.8052508	700.4990583	1134.083601	597.5453867	704.4204883
SDHB	802.2225432	839.078026	806.2254958	686.7738329	682.063244	696.3881484	713.932629	694.9887719	585.3432978
PADI2	129.2404968	118.3081815	84.92102101	212.6110581	66.66783588	27.95418777	1370.621038	77.31045435	169.2904636
AL590644.1	0	3.64025174	0	1.604611759	2.051318027	6.577455947	11.88087582	3.221268931	0
AL590644.3	10.4789592	0.910062935	1.048407667	0	1.025659014	0	1.08007962	0.805317233	1.434664946
PADI1	15.1362744	6.370440544	46.12993734	8.023058795	15.3848852	39.46473568	30.24222937	18.52229635	1.434664946
PADI3	103.6252632	10.01069228	66.04968301	41.71990573	16.41054422	39.46473568	58.3242995	5.637220629	84.64523179
MIR3972	0	0	0	0	0	0	0	0.805317233	0
PADI4	2.3286576	1.82012587	10.48407667	2.406917639	0	2.46654598	562.7214822	6.442537862	2.869329891
PADI6	0	0	0	0	0	0	0	0	0
AC004824.1	9.3146304	1.82012587	0	2.406917639	4.102636054	2.46654598	6.480477722	4.831903397	0
RCC2	1389.044258	1188.542193	1476.157995	1231.539525	1238.996088	1217.651532	1469.988363	1268.374642	1298.371776
ARHGEF10L	456.4168896	378.5861809	372.1847217	458.1166572	435.9050808	475.2211922	554.0808452	420.3755955	414.6181693
AL136529.1	0	0	0	0	0	0	0	0	0
ACTL8	0	0	0	0	0	0	0	0	0
AL357509.1	0	0	0	0	0	0	0	0	0
LINC01654	0	0	0	0	0	0	0	0	1.434664946
IGSF21	5.821644	23.66163631	0	9.627670554	7.179613095	7.39963794	2.160159241	12.07975849	1.434664946
AL365209.1	0	5.46037761	0	1.604611759	0	0.822181993	2.160159241	1.610634466	4.303994837
IGSF21-AS1	0	0	0	0	0	0	0	0	0
AL591896.1	0	0	0	0	0	0	0	0	0
KLHDC7A	693.9399648	810.866075	645.8191227	857.6649852	612.3184311	379.8480809	962.3509417	565.3326974	763.2417511
DYNLL1P3	0	0	0	0	0	0	0	0	0
